uuid;tid;amount;st_astext;id;in_operation;length;node_a;node_b;operates_from;operates_until;scenario;type
a626e0e2-a78c-38d2-9596-1a8923e61e78;235836;1;;LTG_HS_NET1_Station_3-HS_NET1_Station_4;t;20;12079;12081;;;;11
9564d52f-e30f-3952-bc66-231471c16f67;235835;1;;LTG_HS_NET1_Station_3-HS_NET1_Station_2;t;20;12079;12077;;;;12228
19d829a0-8254-371f-aba1-a9decc3a7681;235841;1;;LTG_MS1_04-MS1_05;t;0.800000011920929;12086;12087;;;;2
2d22e2e0-0a3a-3386-be7e-e85a2d1dc8ec;235992;1;;LTG_NS_NET136_ONS-NS_NET136_S1_1;t;0.0299999993294477;12248;12249;;;;16
e82b0fb4-6958-3b05-b114-e526ead80d98;235844;1;;LTG_MS2_01-MS2_02;t;2;12091;12092;;;;4
f42cdac8-fbab-34a2-af21-724e83d620da;236070;1;;LTG_NS_NET146_F2_(15)-NS_NET146_F2_(16);t;0.0179999992251396;12309;12310;;;;16
1ba61a86-352a-3e83-bd3d-6dfaf4593c78;235953;1;;LTG_NS_NET126_F2_(2)-NS_NET126_F2_(1);t;0.028999999165535;12181;12170;;;;10
9a435c18-0045-3d5a-ba5f-72ab8944ace3;236025;1;;LTG_NS_NET136_S1_1-NS_NET136_S1_2;t;0.0299999993294477;12249;12250;;;;10
50552577-3df5-3081-bcb5-e1f4247336f2;235950;1;;LTG_NS_NET126_F2_(16)-NS_NET126_F2_(17);t;0.0240000002086163;12177;12178;;;;10
b1666562-fa6e-3744-9840-34f98c5e7069;236069;1;;LTG_NS_NET146_F2_(14)-NS_NET146_F2_(15);t;0.0320000015199184;12308;12309;;;;3
37d21802-bd6a-30e8-8a92-6fa6dc23dd6a;236072;1;;LTG_NS_NET146_F2_(18)-NS_NET146_F2_(19);t;0.028999999165535;12312;12313;;;;10
555a0a40-2fd8-3b45-ac12-0169c78d4569;236061;1;;LTG_NS_NET146_F2_(9)-NS_NET146_F2_(10);t;0.0179999992251396;12330;12304;;;;16
06db94ac-dc01-3c96-bdf7-3fc891e7649e;235978;1;;LTG_NS_NET126_F4_(9)-NS_NET126_F4_(10);t;0.0329999998211861;12246;12231;;;;16
2764b117-2f68-35cc-8a5d-50240cc47aec;236020;1;;LTG_NS_NET146_F2_(10)-NS_NET146_F2_(11);t;0.0189999993890524;12304;12305;;;;16
ba602aff-628a-34f6-999a-1d8c6ef23864;235927;1;;LTG_NS_NET126_F4_(2)-NS_NET126_F4_(1);t;0.0710000023245811;12239;12230;;;;3
cb2ea799-b2a3-3891-9ff0-ae94233a2d1c;235929;1;;LTG_NS_NET126_F4_(3)-NS_NET126_F4_(4);t;0.0529999993741512;12240;12241;;;;10
e8bbe134-d725-3d05-95e8-9a50ee6947b7;235988;1;;LTG_NS_NET126_F4_(10)-NS_NET126_F4_(11);t;0.0759999975562096;12231;12232;;;;3
4224fdfd-8ae8-35f5-9b61-859ff126e002;235999;1;;LTG_NS_NET136_S3_3-NS_NET136_S3_4;t;0.0299999993294477;12261;12262;;;;16
bb45bbea-1c9e-3067-a481-d61b38b96749;236030;1;;LTG_NS_NET136_S3_4-NS_NET136_S3_5;t;0.0299999993294477;12262;12263;;;;10
1882bef1-d309-34b0-b841-e1617bee2089;235998;1;;LTG_NS_NET136_S3_2-NS_NET136_S3_3;t;0.0299999993294477;12260;12261;;;;3
e148f4a9-8158-3fe4-a08c-7887e82df228;235922;1;;LTG_NS_NET126_F4_(12)-NS_NET126_F4_(13);t;0.0390000008046627;12233;12234;;;;10
e61eef32-9270-3cb5-a3ac-7d5be0671ad5;235931;1;;LTG_NS_NET126_F4_(7)-NS_NET126_F4_(8);t;0.0419999994337559;12244;12245;;;;16
7c4e37e5-37d4-3547-924b-889bd38ee975;236056;1;;LTG_NS_NET146_F2_(25)-NS_NET146_F2_(26);t;0.0219999998807907;12320;12321;;;;10
78f6f77c-4e76-3a1f-9259-25e37c6f347d;236076;1;;LTG_NS_NET146_F2_(22)-NS_NET146_F2_(23);t;0.0270000007003546;12317;12318;;;;10
f5f05fc7-d9cb-30f8-9926-81db027b3264;236121;1;;LTG_NS_NET146_F4_(7)-NS_NET146_F4_(8);t;0.0419999994337559;12377;12378;;;;10
6b9fd2e7-b41a-3240-a0d6-9aa9c798418b;235845;1;;LTG_MS2_02-MS2_03;t;0.5;12092;12093;;;;4
e5390dab-6843-3742-8b05-383dd295f034;235910;1;;LTG_NS_NET126_F2_(5)-NS_NET126_F2_(6);t;0.028999999165535;12193;12194;;;;16
7c016011-f000-37ed-a281-9d4ab9e38ad5;235849;1;;LTG_MS2_06-MS2_07;t;6;12096;12098;;;;4
75be7aaf-a9ec-3c4e-925d-bc01f05f81bb;235861;1;;LTG_MS4_06-MS4_07;t;6;12112;12114;;;;2
dba4312d-dce7-3b45-ae2e-1b8d7019d617;235993;1;;LTG_NS_NET136_ONS-NS_NET136_S2_1;t;0.0299999993294477;12248;12254;;;;10
ee01853c-a85c-311d-86bb-396e77dd80fd;235886;1;;LTG_NS_NET126_F1_(16)-NS_NET126_F1_(17);t;0.0320000015199184;12138;12139;;;;3
1f63426d-e1f1-3df5-9889-210f31521e84;235891;1;;LTG_NS_NET126_F1_(22)-NS_NET126_F1_(23);t;0.0270000007003546;12145;12146;;;;16
5a7e276d-c05a-307a-a9f9-45d130dbcb59;235938;1;;LTG_NS_NET126_F1_(28)-NS_NET126_F1_(27);t;0.0299999993294477;12151;12150;;;;10
e2620279-8ca5-3906-9200-e4c677595761;235940;1;;LTG_NS_NET126_F1_(3)-NS_NET126_F1_(4);t;0.0199999995529652;12153;12164;;;;10
3745807d-98ac-353e-8451-f608b3bde111;235894;1;;LTG_NS_NET126_F1_(31)-NS_NET126_F1_(30);t;0.0199999995529652;12155;12154;;;;10
e43b5378-a824-30aa-bf1b-836da481eb84;235901;1;;LTG_NS_NET126_F1_(6)-NS_NET126_F1_(7);t;0.0309999994933605;12166;12167;;;;10
5d22d6ec-4215-393b-8895-ab52065cb946;235945;1;;LTG_NS_NET126_F1_(7)-NS_NET126_F1_(8);t;0.0189999993890524;12167;12168;;;;3
4b854e48-9a0d-389b-98e4-6b96f20868a1;235904;1;;LTG_NS_NET126_F2_(14)-NS_NET126_F2_(15);t;0.0320000015199184;12175;12176;;;;10
8016dbca-704f-3e98-bba8-4f71dfede940;235955;1;;LTG_NS_NET126_F2_(22)-NS_NET126_F2_(23);t;0.0270000007003546;12184;12185;;;;16
433ef0f2-b929-325b-9893-fbeca8ab4065;235911;1;;LTG_NS_NET126_F2_(9)-NS_NET126_F2_(10);t;0.0179999992251396;12197;12171;;;;16
ddf0113c-d977-34b0-8d96-224ce74133ef;235833;1;;LTG_HS_NET1_Station_1-HS_NET1_Station_2;t;24;12074;12077;;;;1
a5ee07b3-6861-3ef0-9293-5cf4b9dc66ba;235914;1;;LTG_NS_NET126_F3_(16)-NS_NET126_F3_(17);t;0.0299999993294477;12205;12206;;;;16
44b1f3b6-1e33-3ef5-82f7-cf317a153a96;235915;1;;LTG_NS_NET126_F3_(17)-NS_NET126_F3_(18);t;0.0209999997168779;12206;12207;;;;3
b2f94f4b-47fb-35d8-b206-359c5ae69bbb;235974;1;;LTG_NS_NET126_F3_(21)-NS_NET126_F3_(22);t;0.0270000007003546;12211;12212;;;;16
236b1de0-472d-3b64-8179-0be61f7286f9;236040;1;;LTG_NS_NET146_F1_(23)-NS_NET146_F1_(24);t;0.0500000007450581;12279;12280;;;;10
d52dd4f7-cd9c-3cb2-ba77-410c22e9fcf5;235919;1;;LTG_NS_NET126_F3_(25)-NS_NET126_F3_(26);t;0.0260000005364418;12215;12216;;;;3
4705e919-f600-388f-ae4c-77ea5063cc20;235984;1;;LTG_NS_NET126_F3_(5)-NS_NET126_F3_(6);t;0.025000000372529;12225;12226;;;;16
8e3b5770-ecb7-3992-af53-eed3fd01e7c8;236009;1;;LTG_NS_NET146_F1_(30)-NS_NET146_F1_(29);t;0.0299999993294477;12287;12285;;;;3
bb2c61c6-bb58-3899-99e9-1a9a7c6a0c51;236047;1;;LTG_NS_NET146_F1_(32)-NS_NET146_F1_(31);t;0.0240000002086163;12289;12288;;;;10
9e0dd88a-da81-3014-88f4-89b1d0ffa1c0;236071;1;;LTG_NS_NET146_F2_(16)-NS_NET146_F2_(17);t;0.0240000002086163;12310;12311;;;;3
be61138c-7500-32a3-8a5f-dd6e819e40f9;235918;1;;LTG_NS_NET126_F3_(24)-NS_NET126_F3_(25);t;0.0299999993294477;12214;12215;;;;10
e65b2cbf-617a-385c-8b86-aa9983136f0e;236004;1;;LTG_NS_NET146_F1_(13)-NS_NET146_F1_(14);t;0.0320000015199184;12268;12269;;;;10
1a30a26b-d94f-334f-91c8-8f844b8a265d;236033;1;;LTG_NS_NET146_F1_(16)-NS_NET146_F1_(17);t;0.0320000015199184;12271;12272;;;;16
3d2fd87f-3818-37ae-b7ae-90af333419e1;235983;1;;LTG_NS_NET126_F3_(4)-NS_NET126_F3_(5);t;0.0179999992251396;12224;12225;;;;3
d1ba1fb7-39cd-3a15-99a5-e57db8ce84ec;235895;1;;LTG_NS_NET126_F1_(32)-NS_NET126_F1_(31);t;0.0240000002086163;12156;12155;;;;10
c64cae2f-836e-3040-aedd-4244b4e8cc1c;236034;1;;LTG_NS_NET146_F1_(17)-NS_NET146_F1_(18);t;0.025000000372529;12272;12273;;;;3
fc967613-94df-3277-b254-208af3583bd9;235972;1;;LTG_NS_NET126_F3_(2)-NS_NET126_F3_(3);t;0.028999999165535;12209;12220;;;;10
5927ee75-d77d-333e-9175-e24400cbee28;236073;1;;LTG_NS_NET146_F2_(19)-NS_NET146_F2_(20);t;0.0199999995529652;12313;12315;;;;3
375e56ff-4a8d-3da9-97ef-5ddd5bc0f8cb;236007;1;;LTG_NS_NET146_F1_(2)-NS_NET146_F1_(3);t;0.0270000007003546;12275;12286;;;;3
c65bdce3-1885-3440-99d1-a1971eb35d36;235985;1;;LTG_NS_NET126_F3_(6)-NS_NET126_F3_(7);t;0.028999999165535;12226;12227;;;;16
c362020a-551f-364d-920d-4a681da11940;235994;1;;LTG_NS_NET136_S2_2-NS_NET136_S2_3;t;0.0299999993294477;12255;12256;;;;3
7fb2318b-5214-3545-871c-6d37fcdd4a4a;235969;1;;LTG_NS_NET126_F3_(13)-NS_NET126_F3_(14);t;0.0209999997168779;12202;12203;;;;10
ff1650f9-4a99-39c4-809e-90ff10bef36c;236110;1;;LTG_NS_NET146_F3_(31)-NS_NET146_F3_(32);t;0.0260000005364418;12355;12356;;;;16
4460976c-78da-3c91-b166-6be388021641;236048;1;;LTG_NS_NET146_F1_(32)-NS_NET146_F1_(33);t;0.0309999994933605;12289;12290;;;;16
83194cda-cbd7-3ff3-b3cd-a1319d593205;235951;1;;LTG_NS_NET126_F2_(17)-NS_NET126_F2_(18);t;0.0230000000447035;12178;12179;;;;3
572d0634-8847-3992-9fd1-fe292b89f972;235921;1;;LTG_NS_NET126_F3_(8)-NS_NET126_F3_(9);t;0.0189999993890524;12228;12229;;;;16
c8164078-f3f1-3ae1-afca-5ff802cb75d9;235979;1;;LTG_NS_NET126_F3_(29)-NS_NET126_F3_(30);t;0.028999999165535;12219;12221;;;;16
3d6388d2-ea07-3910-abe3-8c20a8290dc6;235917;1;;LTG_NS_NET126_F3_(23)-NS_NET126_F3_(24);t;0.0230000000447035;12213;12214;;;;3
e9c1ef20-7bab-31e9-8ee6-744f6b81bef3;235995;1;;LTG_NS_NET136_S2_3-NS_NET136_S2_4;t;0.0299999993294477;12256;12257;;;;16
c76b3932-5b10-3d54-9067-0cbe05f1843c;236017;1;;LTG_NS_NET146_F1_(7)-NS_NET146_F1_(8);t;0.0189999993890524;12300;12301;;;;10
63cf0e12-232e-3960-8335-02e1b8c2316b;235981;1;;LTG_NS_NET126_F3_(30)-NS_NET126_F3_(31);t;0.0230000000447035;12221;12222;;;;3
c4a9dac2-0614-38f6-b722-8a3efe045b12;235930;1;;LTG_NS_NET126_F4_(4)-NS_NET126_F4_(5);t;0.0599999986588955;12241;12242;;;;10
cfb325d8-752f-3810-b9e6-a498f588f006;236002;1;;LTG_NS_NET146_F1_(11)-NS_NET146_F1_(12);t;0.0189999993890524;12266;12267;;;;16
10c206e1-7a53-3ffe-8f2a-55ecb8ec50b6;236003;1;;LTG_NS_NET146_F1_(12)-NS_NET146_F1_(13);t;0.0219999998807907;12267;12268;;;;10
c02be916-055f-35be-80ee-7377bcee52d5;235906;1;;LTG_NS_NET126_F2_(18)-NS_NET126_F2_(19);t;0.028999999165535;12179;12180;;;;10
a3584ef9-7810-3a24-b744-f5ac113b2b42;236042;1;;LTG_NS_NET146_F1_(27)-NS_NET146_F1_(9);t;0.0320000015199184;12283;12302;;;;16
3be1fb33-7d02-30e7-86f7-b3987d30d115;235973;1;;LTG_NS_NET126_F3_(20)-NS_NET126_F3_(21);t;0.0209999997168779;12210;12211;;;;16
48772291-ec32-3161-af9a-92b0f692f4ad;236096;1;;LTG_NS_NET146_F4_(2)-NS_NET146_F4_(1);t;0.0710000023245811;12372;12363;;;;16
debdace0-4419-3b92-8f2d-fa8238008d30;235962;1;;LTG_NS_NET126_F2_(6)-NS_NET126_F2_(7);t;0.0209999997168779;12194;12195;;;;10
0c67b4b2-f6d1-34e2-8834-98061b016002;236097;1;;LTG_NS_NET146_F4_(4)-NS_NET146_F4_(5);t;0.0599999986588955;12374;12375;;;;3
21d6c7a5-417d-36e6-8fe7-dd5bfb4fe68e;236049;1;;LTG_NS_NET146_F1_(39)-NS_NET146_F1_(38);t;0.0320000015199184;12296;12295;;;;16
d8bb2196-1047-3555-96e7-810f2453810b;236066;1;;LTG_NS_NET146_F3_(15)-NS_NET146_F3_(16);t;0.0209999997168779;12337;12338;;;;3
ba371332-8601-34be-b24e-221e23633b38;236023;1;;LTG_NS_NET126_ONS-NS_NET126_F4_(1);t;0.0450000017881393;12247;12230;;;;3
1259904b-08ae-309d-9f72-f4b6ab18e26a;235880;1;;LTG_NS_NET126_F1_(10)-NS_NET126_F1_(9);t;0.0309999994933605;12132;12169;;;;16
1a7f1627-293b-3942-95b6-0be9e021e34c;235939;1;;LTG_NS_NET126_F1_(29)-NS_NET126_F1_(28);t;0.025000000372529;12152;12151;;;;3
5080834e-8df7-3267-9a76-5fa4a8f8d043;236014;1;;LTG_NS_NET146_F1_(38)-NS_NET146_F1_(37);t;0.028999999165535;12295;12294;;;;16
29474ecc-5215-37cf-a0bb-17eaf69b9c62;235964;1;;LTG_NS_NET126_F2_(8)-NS_NET126_F2_(9);t;0.0280000008642673;12196;12197;;;;10
7700994b-8132-3bec-8b76-cef6aa826ad5;235965;1;;LTG_NS_NET126_F3_(1)-NS_NET126_F3_(2);t;0.0230000000447035;12198;12209;;;;16
0fba5746-9c63-3418-a1a1-9d20025c997a;236032;1;;LTG_NS_NET146_F1_(10)-NS_NET146_F1_(9);t;0.0309999994933605;12265;12302;;;;3
90a6f6fb-28e9-33ac-94b8-fc31e456b13e;236018;1;;LTG_NS_NET146_F1_(9)-NS_NET146_F1_(8);t;0.0260000005364418;12302;12301;;;;3
4b1e0cef-9178-36cb-abe3-7e1597ad9148;235996;1;;LTG_NS_NET136_S2_4-NS_NET136_S2_5;t;0.0299999993294477;12257;12258;;;;3
4b1cc9bf-4e47-3246-b098-efe1ff48b29f;235944;1;;LTG_NS_NET126_F1_(4)-NS_NET126_F1_(5);t;0.0280000008642673;12164;12165;;;;10
9918291e-7214-3be1-8838-aad5bc2a177a;235960;1;LINESTRING(7.39249992370605 51.810001373291,7.39249992370605 51.810001373291);LTG_NS_NET126_F2_(3)-NS_NET126_F2_(4);t;0.0260000005364418;12191;12192;;;;10
b42a6cfb-4dc0-35ec-aa14-6472acb7d8e7;236075;1;;LTG_NS_NET146_F2_(21)-NS_NET146_F2_(22);t;0.0240000002086163;12316;12317;;;;16
f5ae6795-aad8-3b14-b91f-9c72428bd11e;235961;1;;LTG_NS_NET126_F2_(4)-NS_NET126_F2_(5);t;0.0209999997168779;12192;12193;;;;16
eb0890ee-0318-3911-9eb4-96852c95c8ad;235840;1;;LTG_MS1_03-MS1_04;t;6;12085;12086;;;;4
07c61e43-0bff-30ab-bbfa-a68d43a1d828;235842;1;;LTG_MS1_05-MS1_06;t;0.400000005960464;12087;12088;;;;2
2a07b247-5781-34b3-95a9-efb85f10fbf0;236050;1;;LTG_NS_NET146_F1_(4)-NS_NET146_F1_(5);t;0.0280000008642673;12297;12298;;;;10
922d1525-1686-3dd4-adbc-0ac8a62e6f9e;236055;1;;LTG_NS_NET146_F2_(24)-NS_NET146_F2_(25);t;0.028999999165535;12319;12320;;;;16
c62c4901-6612-3950-8a6c-9beed77cb0f2;235942;1;;LTG_NS_NET126_F1_(35)-NS_NET126_F1_(34);t;0.0549999997019768;12159;12158;;;;16
68c31b92-7722-38de-abab-58279211d552;235971;1;;LTG_NS_NET126_F3_(19)-NS_NET126_F3_(20);t;0.0199999995529652;12208;12210;;;;16
2f68283a-43ba-3894-81f1-7c17962ab2ef;235934;1;;LTG_NS_NET126_F1_(21)-NS_NET126_F1_(22);t;0.0320000015199184;12144;12145;;;;3
5290f456-7713-39b2-9c93-a5c6a6a25840;235928;1;;LTG_NS_NET126_F4_(2)-NS_NET126_F4_(3);t;0.0469999983906746;12239;12240;;;;3
7b2bd19d-4383-3580-b49b-6aeccea4d7c4;235957;1;;LTG_NS_NET126_F2_(25)-NS_NET126_F2_(26);t;0.0219999998807907;12187;12188;;;;10
ad57869a-3366-31e9-845b-b22b06d205c7;236027;1;;LTG_NS_NET136_S1_3-NS_NET136_S1_4;t;0.0299999993294477;12251;12252;;;;3
310e7915-2995-3638-ba93-2ad391f71716;235855;1;;LTG_MS3_06-MS3_07;t;6;12104;12106;;;;4
7098ff54-08d1-3d00-9b71-b7210a7f5eae;235847;1;;LTG_MS2_04-MS2_05;t;0.800000011920929;12094;12095;;;;4
4fd6bc6e-7367-325c-8b76-721bfbe6d873;235834;1;;LTG_HS_NET1_Station_1-HS_NET1_Station_3;t;40;12074;12079;;;;14
58605648-a974-3d99-a4df-720907364f1a;235853;1;;LTG_MS3_04-MS3_05;t;0.800000011920929;12102;12103;;;;2
8340e403-9134-398b-9813-5c89da0d8def;235857;1;;LTG_MS4_02-MS4_03;t;0.5;12108;12109;;;;4
7f5619b3-3e7b-3f6d-afbf-37301910f7b0;235887;1;;LTG_NS_NET126_F1_(17)-NS_NET126_F1_(18);t;0.025000000372529;12139;12140;;;;16
10e6d78a-b42f-3653-a312-5ae7ff9da7b5;235935;1;;LTG_NS_NET126_F1_(24)-NS_NET126_F1_(25);t;0.0280000008642673;12147;12148;;;;3
1271b2c2-bc20-320c-ba6e-26595ee7e59c;235893;1;;LTG_NS_NET126_F1_(30)-NS_NET126_F1_(29);t;0.0299999993294477;12154;12152;;;;16
d5f68371-dcf0-3f40-a497-03c963ab2aa4;235897;1;;LTG_NS_NET126_F1_(34)-NS_NET126_F1_(33);t;0.0199999995529652;12158;12157;;;;3
36885a43-8087-3c4f-84ae-f0946c3ab21f;235956;1;;LTG_NS_NET126_F2_(23)-NS_NET126_F2_(24);t;0.0280000008642673;12185;12186;;;;16
eae74928-459c-390c-93c2-38ea4af78fae;236092;1;;LTG_NS_NET146_F4_(10)-NS_NET146_F4_(11);t;0.0759999975562096;12364;12365;;;;10
77a9ebb4-2168-36af-a2d1-f42feb732813;235982;1;;LTG_NS_NET126_F3_(31)-NS_NET126_F3_(32);t;0.0260000005364418;12222;12223;;;;16
708838f2-9853-37e5-ba12-756e9f42bdec;236043;1;;LTG_NS_NET146_F1_(28)-NS_NET146_F1_(27);t;0.0299999993294477;12284;12283;;;;16
daf8495a-7f68-3de9-9a4b-a87c046151e9;235907;1;LINESTRING(7.39249992370605 51.810001373291,7.39249992370605 51.810001373291);LTG_NS_NET126_F2_(20)-NS_NET126_F2_(21);t;0.025000000372529;12182;12183;;;;16
e79dbf0c-b602-3cdf-bb22-832ada9c3ce4;236028;1;;LTG_NS_NET136_S1_4-NS_NET136_S1_5;t;0.0299999993294477;12252;12253;;;;16
356777a4-3602-31de-a1b5-13f65029872e;235859;1;;LTG_MS4_04-MS4_05;t;0.800000011920929;12110;12111;;;;4
86dfd0d4-2ff2-3723-a729-6dab7b5bdca7;235839;1;;LTG_MS1_02-MS1_03;t;0.5;12084;12085;;;;2
40df7c49-c505-350d-a748-e6d2a561fe38;236080;1;;LTG_NS_NET146_F2_(6)-NS_NET146_F2_(7);t;0.0209999997168779;12327;12328;;;;3
f53a32a8-9ac7-331b-a644-284bae7d728d;235970;1;;LTG_NS_NET126_F3_(14)-NS_NET126_F3_(15);t;0.0299999993294477;12203;12204;;;;16
aaaa097d-53d2-3f85-80d3-f12bfa939390;236039;1;;LTG_NS_NET146_F1_(22)-NS_NET146_F1_(23);t;0.0270000007003546;12278;12279;;;;10
2428867a-dff9-342b-b218-51acea9ede8e;235924;1;;LTG_NS_NET126_F4_(15)-NS_NET126_F4_(14);t;0.0839999988675117;12236;12235;;;;3
8681e4cc-a1b2-3567-b38f-2430029ef700;235920;1;;LTG_NS_NET126_F3_(26)-NS_NET126_F3_(27);t;0.0260000005364418;12216;12217;;;;3
4eefda5b-d2be-3281-8308-6f9ac048129d;236036;1;;LTG_NS_NET146_F1_(19)-NS_NET146_F1_(20);t;0.0439999997615814;12274;12276;;;;16
1351d03c-bf8c-3287-8db5-7331b81840bf;236005;1;;LTG_NS_NET146_F1_(14)-NS_NET146_F1_(15);t;0.0320000015199184;12269;12270;;;;10
300c6cd4-b67c-33d1-8ce6-17e59d82eb42;235948;1;;LTG_NS_NET126_F2_(11)-NS_NET126_F2_(12);t;0.0299999993294477;12172;12173;;;;3
18c25272-8192-3dff-befb-c9c6eee423a4;236046;1;;LTG_NS_NET146_F1_(31)-NS_NET146_F1_(30);t;0.0199999995529652;12288;12287;;;;10
7c6b6d16-05b5-3bd7-a8a4-d881187130a9;236010;1;;LTG_NS_NET146_F1_(33)-NS_NET146_F1_(34);t;0.0270000007003546;12290;12291;;;;3
34a4b9b3-a387-3796-a27f-993eea0139d1;236015;1;;LTG_NS_NET146_F1_(5)-NS_NET146_F1_(6);t;0.0179999992251396;12298;12299;;;;16
72bb179c-8d53-352f-adc1-fd1dfd13255d;236051;1;;LTG_NS_NET146_F2_(13)-NS_NET146_F2_(14);t;0.0219999998807907;12307;12308;;;;10
f7e14aa3-414e-3a45-aa7a-b1a051cf1694;236077;1;;LTG_NS_NET146_F2_(23)-NS_NET146_F2_(24);t;0.0280000008642673;12318;12319;;;;3
079c732c-39a2-32c7-a3fc-f8f207680927;236079;1;;LTG_NS_NET146_F2_(5)-NS_NET146_F2_(6);t;0.028999999165535;12326;12327;;;;10
f18ced8c-f8d4-351c-abec-d41a1740d3a9;236065;1;;LTG_NS_NET146_F3_(14)-NS_NET146_F3_(15);t;0.0299999993294477;12336;12337;;;;16
3964bc50-6e9a-3020-8603-08a9ca848a42;236067;1;;LTG_NS_NET146_F3_(16)-NS_NET146_F3_(17);t;0.0299999993294477;12338;12339;;;;10
5f8563e8-66f2-3f8e-9e0e-b14300c93df6;236119;1;;LTG_NS_NET146_F4_(3)-NS_NET146_F4_(4);t;0.0529999993741512;12373;12374;;;;3
2065e643-653f-3ed4-8ef6-75f9096ea25b;236081;1;;LTG_NS_NET146_F2_(7)-NS_NET146_F2_(8);t;0.025000000372529;12328;12329;;;;16
915e51e9-695a-395d-9c91-bc8d36574363;236087;1;;LTG_NS_NET146_F3_(26)-NS_NET146_F3_(27);t;0.0260000005364418;12349;12350;;;;10
7f269ef5-d140-3634-a534-27a8caa6b4ca;235967;1;;LTG_NS_NET126_F3_(10)-NS_NET126_F3_(11);t;0.0260000005364418;12199;12200;;;;10
09dec430-12be-30ff-88fc-254630c592bf;235837;1;;LTG_HS_NET1_Station_4-HS_NET1_Station_1;t;30;12081;12074;;;;12228
d61d0da7-68dc-353f-ba00-f26f005a5085;235991;1;LINESTRING(7.39249992370605 51.810001373291,7.39249992370605 51.810001373291);LTG_NS_NET126_F4_(6)-NS_NET126_F4_(7);t;0.034000001847744;12243;12244;;;;16
3a601714-3ffd-3dcb-aa50-6cbf013abd60;235882;1;;LTG_NS_NET126_F1_(12)-NS_NET126_F1_(13);t;0.0219999998807907;12134;12135;;;;10
2c927ed3-a477-307c-a3bd-a60cd13a3484;235883;1;;LTG_NS_NET126_F1_(13)-NS_NET126_F1_(14);t;0.0320000015199184;12135;12136;;;;3
2a6941a9-832e-3b20-822d-2d34c5cddd65;235889;1;;LTG_NS_NET126_F1_(2)-NS_NET126_F1_(3);t;0.0270000007003546;12142;12153;;;;10
